"article_title","lang","chunk_id","total_chunks","narrative_progress","top_label","confidence","sentiment_value","snippet","study_scope","geopolitical_bloc","weighted_sentiment"
"I wojna izraelsko-arabska","pl",210,267,0.786516853932584,"neutral",0.453640043735504,-0.230089396238327,"Zakładano, że Egipcjanie zdołają wytrzymać w oblęż","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.230089396238327
"I wojna izraelsko-arabska","pl",211,267,0.790262172284644,"neutral",0.428945928812027,-0.265995442867279,"Znajdujące się tam siły egipskie nie miały praktyc","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.265995442867279
"I wojna izraelsko-arabska","pl",212,267,0.794007490636704,"neutral",0.494136929512024,-0.253052964806557,"W następnych dniach doszło do tajnych konsultacji ","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.253052964806557
"I wojna izraelsko-arabska","pl",213,267,0.797752808988764,"negative",0.483142167329788,-0.345888718962669,"Następnie przygotowano tymczasowy pas startowy „Om","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.345888718962669
"I wojna izraelsko-arabska","pl",214,267,0.801498127340824,"neutral",0.433068633079529,-0.256596356630325,"Dodatkowo wzywała ona do wytyczenia linii demarkac","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.256596356630325
"I wojna izraelsko-arabska","pl",215,267,0.805243445692884,"neutral",0.553518891334534,-0.130295038223267,"Dawid Ben Gurion widząc nieskuteczność działań dyp","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.130295038223267
"I wojna izraelsko-arabska","pl",216,267,0.808988764044944,"negative",0.466203361749649,-0.360062710940838,"Pilot jednego z myśliwców, Sid Cohen (ochotnik w R","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.360062710940838
"I wojna izraelsko-arabska","pl",217,267,0.812734082397004,"neutral",0.524456202983856,-0.167870312929153,"==== Zawieszenie broni w Jerozolimie (30 listopada","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.167870312929153
"I wojna izraelsko-arabska","pl",218,267,0.816479400749064,"neutral",0.583825767040253,-0.139523223042488,"W dniu 16 listopada 1948 została przyjęta Rezolucj","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.139523223042488
"I wojna izraelsko-arabska","pl",219,267,0.820224719101124,"neutral",0.529987335205078,-0.245751395821571,"Postanowili oni, że „Palestyna będzie częścią jedn","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.245751395821571
"I wojna izraelsko-arabska","pl",220,267,0.823970037453184,"neutral",0.607175171375275,-0.176120944321156,"W odpowiedzi, egipski minister Nugruszi Pasza napi","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.176120944321156
"I wojna izraelsko-arabska","pl",221,267,0.827715355805243,"neutral",0.542212724685669,-0.182480320334435,"Dlatego brytyjski minister spraw zagranicznych Ern","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.182480320334435
"I wojna izraelsko-arabska","pl",222,267,0.831460674157303,"negative",0.436157792806625,-0.27602507174015,"Egipcjanie spodziewali się, że w niedługim czasie ","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.27602507174015
"I wojna izraelsko-arabska","pl",223,267,0.835205992509363,"neutral",0.551455199718475,-0.211853966116905,"Równocześnie zluzowano Brygadę Jiftach, a jej miej","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.211853966116905
"I wojna izraelsko-arabska","pl",224,267,0.838951310861423,"neutral",0.495175987482071,-0.175345882773399,"Wszystkie strony wojny zostały zobowiązane do wstr","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.175345882773399
"I wojna izraelsko-arabska","pl",225,267,0.842696629213483,"neutral",0.591139078140259,-0.266770921647549,"Interpretacja artykułu 11 budziła szerokie dyskusj","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.266770921647549
"I wojna izraelsko-arabska","pl",226,267,0.846441947565543,"neutral",0.578923881053925,-0.224642559885979,"Nowo utworzone państwo żydowskie miało bardzo ogra","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.224642559885979
"I wojna izraelsko-arabska","pl",227,267,0.850187265917603,"neutral",0.485103696584702,-0.0993880927562714,"(1) Główne siły dwóch brygad były rozlokowane raze","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0993880927562714
"I wojna izraelsko-arabska","pl",228,267,0.853932584269663,"neutral",0.509041130542755,-0.183316051959991,"Podsektorem północnym dowodził Ahmed Saif al-Din I","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.183316051959991
"I wojna izraelsko-arabska","pl",229,267,0.857677902621723,"neutral",0.465193539857864,-0.17247174680233,"„worku al-Faludża” w okrążeniu znajdowała się 4 Br","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.17247174680233
"I wojna izraelsko-arabska","pl",230,267,0.861423220973783,"negative",0.435992896556854,-0.298364341259003,"Bitwa zakończyła się taktycznym sukcesem Egipcjan,","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.298364341259003
"I wojna izraelsko-arabska","pl",231,267,0.865168539325843,"neutral",0.456487864255905,-0.152477353811264,"Wymusiło to na dowództwie opóźnienie terminu rozpo","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.152477353811264
"I wojna izraelsko-arabska","pl",232,267,0.868913857677903,"negative",0.411335468292236,-0.208937034010887,"Według relacji świadków, izraelscy żołnierze dojeż","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.208937034010887
"I wojna izraelsko-arabska","pl",233,267,0.872659176029963,"neutral",0.448965787887573,-0.294113487005234,"Tymczasem Brygada Aleksandroni przeprowadziła nieu","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.294113487005234
"I wojna izraelsko-arabska","pl",234,267,0.876404494382023,"negative",0.468945264816284,-0.338244259357452,"Doszło tutaj do kolejnego pomyłkowego ostrzelania ","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.338244259357452
"I wojna izraelsko-arabska","pl",235,267,0.880149812734082,"neutral",0.468688428401947,-0.183857381343842,"Wzywała ona do natychmiastowego wstrzymania walk i","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.183857381343842
"I wojna izraelsko-arabska","pl",236,267,0.883895131086142,"negative",0.450259327888489,-0.303911358118057,"Równocześnie przeprowadzono rajd na lotnisko Bir e","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.303911358118057
"I wojna izraelsko-arabska","pl",237,267,0.887640449438202,"neutral",0.467112898826599,-0.136495962738991,"Równocześnie Brygada Harel rozpoczęła natarcie z A","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.136495962738991
"I wojna izraelsko-arabska","pl",238,267,0.891385767790262,"neutral",0.51421070098877,-0.146577060222626,"Tymczasem Egipt zadeklarował gotowość rozpoczęcia ","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.146577060222626
"I wojna izraelsko-arabska","pl",239,267,0.895131086142322,"neutral",0.470858991146088,-0.205329552292824,"Jednak w rzeczywistości, dane te mogły być także u","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.205329552292824
"I wojna izraelsko-arabska","pl",240,267,0.898876404494382,"neutral",0.572806060314178,-0.153600409626961,"Brytyjskie sztaby otrzymały rozkaz przygotowania p","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.153600409626961
"I wojna izraelsko-arabska","pl",241,267,0.902621722846442,"neutral",0.570685207843781,-0.145760267972946,"Szefem izraelskiej delegacji był dyrektor generaln","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.145760267972946
"I wojna izraelsko-arabska","pl",242,267,0.906367041198502,"neutral",0.490485161542892,-0.257192179560661,"Izrael zajął stanowisko, że wojska egipskie powinn","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.257192179560661
"I wojna izraelsko-arabska","pl",243,267,0.910112359550562,"neutral",0.593520641326904,-0.230877034366131,"Linia demarkacyjna została sporządzona w oparciu o","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.230877034366131
"I wojna izraelsko-arabska","pl",244,267,0.913857677902622,"neutral",0.510237634181976,-0.246758311986923,"Podpisanie tego rozejmu, pod pewnym względem, było","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.246758311986923
"I wojna izraelsko-arabska","pl",245,267,0.917602996254682,"neutral",0.44589039683342,-0.143813192844391,"Jigal Allon, zaproponował Sztabowi Generalnemu umo","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.143813192844391
"I wojna izraelsko-arabska","pl",246,267,0.921348314606742,"neutral",0.489104747772217,-0.167210415005684,"Między oboma brygadami istniała prawdziwa rywaliza","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.167210415005684
"I wojna izraelsko-arabska","pl",247,267,0.925093632958802,"neutral",0.64173150062561,-0.16817918419838,"Szefem libańskiej delegacji był Szef Sztabu Genera","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.16817918419838
"I wojna izraelsko-arabska","pl",248,267,0.928838951310861,"neutral",0.535566508769989,-0.156904295086861,"Podpisanie tego rozejmu było sukcesem izraelskiej ","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.156904295086861
"I wojna izraelsko-arabska","pl",249,267,0.932584269662921,"neutral",0.502528071403503,-0.213201820850372,"W trakcie rozmów, podjęto starania o rozpoczęcie o","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.213201820850372
"I wojna izraelsko-arabska","pl",250,267,0.936329588014981,"neutral",0.540833950042725,-0.0813425183296204,"Do nadzoru rozejmu w rejonie Jerozolimy powołano K","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0813425183296204
"I wojna izraelsko-arabska","pl",251,267,0.940074906367041,"neutral",0.437515079975128,-0.257448807358742,"Porażką był fakt, że Jordania nie uznała faktu ist","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.257448807358742
"I wojna izraelsko-arabska","pl",252,267,0.943820224719101,"neutral",0.477754026651382,-0.343459494411945,"Ustalono przebieg Linii Demarkacyjnej Rozejmu oraz","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.343459494411945
"I wojna izraelsko-arabska","pl",253,267,0.947565543071161,"neutral",0.501708149909973,-0.248662509024143,"Zawarte porozumienia o zawieszeniu broni miały mie","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.248662509024143
"I wojna izraelsko-arabska","pl",254,267,0.951310861423221,"neutral",0.461238533258438,-0.290585406124592,"Miał on długotrwałe skutki, takie jak osłabienie k","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.290585406124592
"I wojna izraelsko-arabska","pl",255,267,0.955056179775281,"neutral",0.481678366661072,-0.283697247505188,"Zwycięstwo w wojnie wzmocniło dodatkowo prestiż pr","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.283697247505188
"I wojna izraelsko-arabska","pl",256,267,0.958801498127341,"negative",0.468897759914398,-0.386706873774529,"Były one jednak nieustannie naruszane przez napady","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.386706873774529
"I wojna izraelsko-arabska","pl",257,267,0.962546816479401,"neutral",0.527324557304382,-0.332712635397911,"Państwo arabskie w ogóle nie powstało, ponieważ an","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.332712635397911
"I wojna izraelsko-arabska","pl",258,267,0.966292134831461,"neutral",0.490667343139648,-0.409674488008022,"W rezultacie nie kończyło to wojny, lecz zaostrzał","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.409674488008022
"I wojna izraelsko-arabska","pl",259,267,0.970037453183521,"neutral",0.47987288236618,-0.288794592022896,"Wojna wywołała masową ucieczkę ludności arabskiej ","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.288794592022896
"I wojna izraelsko-arabska","pl",260,267,0.973782771535581,"negative",0.512679398059845,-0.410434171557426,"Jaką stanowiliby piątą kolumnę, jak rząd izraelski","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.410434171557426
"I wojna izraelsko-arabska","pl",261,267,0.97752808988764,"negative",0.475239753723145,-0.41478393599391,"Jednak problem palestyńskich uchodźców był na tyle","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.41478393599391
"I wojna izraelsko-arabska","pl",262,267,0.9812734082397,"negative",0.561760425567627,-0.511871293187141,"Ponadto państwa arabskie wielokrotnie wykorzystywa","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.511871293187141
"I wojna izraelsko-arabska","pl",263,267,0.98501872659176,"neutral",0.554755866527557,-0.35471349209547,"Wielu z tych ostatnich było imigrantami przymusowo","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.35471349209547
"I wojna izraelsko-arabska","pl",264,267,0.98876404494382,"neutral",0.786289393901825,-0.145121276378632,"John Bowyer Bell: Terror Out of Zion: The Fight Fo","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.145121276378632
"I wojna izraelsko-arabska","pl",265,267,0.99250936329588,"neutral",0.831995904445648,-0.0830242522060871,"Martin van Creveld: Mosze Dajan. Weidenfeld & Nich","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0830242522060871
"I wojna izraelsko-arabska","pl",266,267,0.99625468164794,"neutral",0.77254992723465,-0.0878845453262329,"Netanel Lorch: History of the War of Independence.","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0878845453262329
"I wojna izraelsko-arabska","pl",267,267,1,"neutral",0.748454689979553,-0.0572982802987099,"[w:] Portal historyczny Histmag.org [on-line]. 200","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0572982802987099
"Арабо-израильская война (1947—1949)","ru",1,95,0.0105263157894737,"neutral",0.576426208019257,-0.0594638884067535,"Ара́бо-изра́ильская война́ 1947—1949 годо́в (в Изр","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0594638884067535
"Арабо-израильская война (1947—1949)","ru",2,95,0.0210526315789474,"neutral",0.57299131155014,-0.0914612412452698,"На первом этапе с 30 ноября 1947 года по 14 мая 19","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0914612412452698
"Арабо-израильская война (1947—1949)","ru",3,95,0.0315789473684211,"neutral",0.573629438877106,-0.119586259126663,"В результате войны около половины территорий, кото","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.119586259126663
"Арабо-израильская война (1947—1949)","ru",4,95,0.0421052631578947,"neutral",0.577153325080872,-0.0759588927030563,"Арабские лидеры видели в этой декларации нарушение","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0759588927030563
"Арабо-израильская война (1947—1949)","ru",5,95,0.0526315789473684,"neutral",0.562343895435333,-0.119178995490074,"Генеральный секретарь ЛАГ Аззам-Паша дал понять ев","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.119178995490074
"Арабо-израильская война (1947—1949)","ru",6,95,0.0631578947368421,"neutral",0.61622941493988,-0.0595317333936691,"В декабре 1947 года Верховный комиссар Палестины п","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0595317333936691
"Арабо-израильская война (1947—1949)","ru",7,95,0.0736842105263158,"neutral",0.587565124034882,-0.0662316828966141,"противотанковая и противовоздушная артиллерия; лёг","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0662316828966141
"Арабо-израильская война (1947—1949)","ru",8,95,0.0842105263157895,"neutral",0.635576128959656,-0.00419081747531891,"Египет — две бригады, танковый батальон (танки «Ма","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.00419081747531891
"Арабо-израильская война (1947—1949)","ru",9,95,0.0947368421052632,"neutral",0.631190657615662,-0.125899903476238,"Братья-мусульмане — около 1500 добровольцев из Еги","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.125899903476238
"Арабо-израильская война (1947—1949)","ru",10,95,0.105263157894737,"neutral",0.585575878620148,-0.0948236882686615,"На первом этапе вялотекущие вооружённые столкновен","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0948236882686615
"Арабо-израильская война (1947—1949)","ru",11,95,0.115789473684211,"neutral",0.647651314735413,-0.0506338775157928,"Бенни Моррис, один из израильских новых историков,","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0506338775157928
"Арабо-израильская война (1947—1949)","ru",12,95,0.126315789473684,"neutral",0.627007186412811,-0.0833209455013275,"Например, израильский военный историк Ури Мильштей","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0833209455013275
"Арабо-израильская война (1947—1949)","ru",13,95,0.136842105263158,"neutral",0.55906093120575,-0.0485567301511765,"Согласно одному из «новых историков» — Илану Паппе","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0485567301511765
"Арабо-израильская война (1947—1949)","ru",14,95,0.147368421052632,"neutral",0.567249119281769,-0.160949051380157,"Предпринимались также попытки захвата еврейских на","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.160949051380157
"Арабо-израильская война (1947—1949)","ru",15,95,0.157894736842105,"neutral",0.562171757221222,-0.0840813219547272,"В городах со смешанным населением — таких, как Хай","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0840813219547272
"Арабо-израильская война (1947—1949)","ru",16,95,0.168421052631579,"neutral",0.546505987644196,-0.187060102820396,"4 декабря 1947 года 120—150 вооружённых арабов из ","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.187060102820396
"Арабо-израильская война (1947—1949)","ru",17,95,0.178947368421053,"negative",0.527731239795685,-0.46838266029954,"Силы «Хаганы» вошли в деревню ночью, когда жители ","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.46838266029954
"Арабо-израильская война (1947—1949)","ru",18,95,0.189473684210526,"neutral",0.491941899061203,-0.236903309822083,"Моррис объясняет это нападение вызывающим поведени","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.236903309822083
"Арабо-израильская война (1947—1949)","ru",19,95,0.2,"neutral",0.564710021018982,-0.0806896984577179,"9 января 1948 года многочисленный (по одним данным","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0806896984577179
"Арабо-израильская война (1947—1949)","ru",20,95,0.210526315789474,"neutral",0.56198924779892,-0.0554000288248062,"10 февраля попытка захвата арабами под руководство","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0554000288248062
"Арабо-израильская война (1947—1949)","ru",21,95,0.221052631578947,"neutral",0.529252946376801,-0.215678796172142,"15 февраля были атакованы деревни Кесария (на мест","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.215678796172142
"Арабо-израильская война (1947—1949)","ru",22,95,0.231578947368421,"neutral",0.538593769073486,-0.0972989201545715,"24 марта в ущелье Баб-эль-Вад (ныне район перекрес","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0972989201545715
"Арабо-израильская война (1947—1949)","ru",23,95,0.242105263157895,"neutral",0.596818923950195,-0.0818872898817062,"К утру прибывшие английские силы предложили своё п","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0818872898817062
"Арабо-израильская война (1947—1949)","ru",24,95,0.252631578947368,"neutral",0.560213983058929,-0.159773349761963,"План также предусматривал захват контроля над терр","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.159773349761963
"Арабо-израильская война (1947—1949)","ru",25,95,0.263157894736842,"neutral",0.611651420593262,-0.0339801460504532,"Паппе в своей книге «Этническая чистка Палестины» ","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0339801460504532
"Арабо-израильская война (1947—1949)","ru",26,95,0.273684210526316,"neutral",0.530030906200409,-0.0232125520706177,"Арабский историк Ариф аль-Ариф указывает, что к 15","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0232125520706177
"Арабо-израильская война (1947—1949)","ru",27,95,0.284210526315789,"neutral",0.52247428894043,-0.105388194322586,"На этот раз штурм сопровождался миномётным обстрел","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.105388194322586
"Арабо-израильская война (1947—1949)","ru",28,95,0.294736842105263,"neutral",0.489641129970551,-0.094613716006279,"После артобстрела начался штурм поселения, отражён","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.094613716006279
"Арабо-израильская война (1947—1949)","ru",29,95,0.305263157894737,"neutral",0.559845149517059,-0.136147409677505,"10 апреля на юге был снова атакован кибуц Кфар-Дар","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.136147409677505
"Арабо-израильская война (1947—1949)","ru",30,95,0.315789473684211,"neutral",0.521305680274963,-0.08747199177742,"Местный арабский лидер — шейх Наиф Табари — и его ","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.08747199177742
"Арабо-израильская война (1947—1949)","ru",31,95,0.326315789473684,"neutral",0.505795300006866,-0.181899532675743,"Снабжение  населения города продуктами было прерва","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.181899532675743
"Арабо-израильская война (1947—1949)","ru",32,95,0.336842105263158,"neutral",0.518217623233795,-0.188513234257698,"16 — 17 апреля силы «Хаганы» (бригада Голани и Пал","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.188513234257698
"Арабо-израильская война (1947—1949)","ru",33,95,0.347368421052632,"neutral",0.542998433113098,-0.210068322718143,"Её король Абдалла позже писал, что способствовал э","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.210068322718143
"Арабо-израильская война (1947—1949)","ru",34,95,0.357894736842105,"neutral",0.588460564613342,-0.131079584360123,"Около 20 тысяч арабских жителей города, составлявш","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.131079584360123
"Арабо-израильская война (1947—1949)","ru",35,95,0.368421052631579,"neutral",0.572339713573456,-0.155231639742851,"Попытка арабской стороны доставить в город оружие ","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.155231639742851
"Арабо-израильская война (1947—1949)","ru",36,95,0.378947368421053,"neutral",0.597020149230957,-0.0522923916578293,"В то же время британский Верховный комиссар Палест","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0522923916578293
"Арабо-израильская война (1947—1949)","ru",37,95,0.389473684210526,"neutral",0.540644824504852,-0.0165835171937943,"В час ночи 22 апреля силы «Хаганы» начали миномётн","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0165835171937943
"Арабо-израильская война (1947—1949)","ru",38,95,0.4,"neutral",0.544337570667267,-0.160982355475426,"Когда толпа собралась там, миномётчики «Хаганы» от","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.160982355475426
"Арабо-израильская война (1947—1949)","ru",39,95,0.410526315789474,"neutral",0.580156326293945,-0.038387730717659,"На требования еврейской стороны о капитуляции араб","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.038387730717659
"Арабо-израильская война (1947—1949)","ru",40,95,0.421052631578947,"neutral",0.571111798286438,-0.116711735725403,"При этом брошенные арабские дома подверглись разгр","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.116711735725403
"Арабо-израильская война (1947—1949)","ru",41,95,0.431578947368421,"neutral",0.551997363567352,-0.111188873648643,"С другой стороны, Иерухам Кохен — офицер «Хаганы»,","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.111188873648643
"Арабо-израильская война (1947—1949)","ru",42,95,0.442105263157895,"neutral",0.578677952289581,-0.0727187395095825,"В ночь ухода британцев арабские силы атаковали евр","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0727187395095825
"Арабо-израильская война (1947—1949)","ru",43,95,0.452631578947368,"neutral",0.53450071811676,-0.0685564130544662,"Согласно Моррису, в эти же дни «Пальмах» предприня","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0685564130544662
"Арабо-израильская война (1947—1949)","ru",44,95,0.463157894736842,"neutral",0.541561603546143,-0.0934300422668457,"С другой стороны, арабы Цфата были тоже напуганы м","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0934300422668457
"Арабо-израильская война (1947—1949)","ru",45,95,0.473684210526316,"neutral",0.528803527355194,-0.152800887823105,"Согласно Кохену, превые два здания были достаточно","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.152800887823105
"Арабо-израильская война (1947—1949)","ru",46,95,0.484210526315789,"neutral",0.5501429438591,-0.0994455516338348,"Яффо (Яффа) был крупнейшим по населению арабским г","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0994455516338348
"Арабо-израильская война (1947—1949)","ru",47,95,0.494736842105263,"neutral",0.504724562168121,-0.236409202218056,"Боевики «Иргуна», плохо вооружённые и обученные по","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.236409202218056
"Арабо-израильская война (1947—1949)","ru",48,95,0.505263157894737,"neutral",0.52217698097229,-0.183141723275185,"Впоследствии Менахем Бегин подчёркивал, что миномё","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.183141723275185
"Арабо-израильская война (1947—1949)","ru",49,95,0.515789473684211,"neutral",0.48699563741684,-0.232468128204346,"Когда «Иргун» атаковал Яффу, британское правительс","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.232468128204346
"Арабо-израильская война (1947—1949)","ru",50,95,0.526315789473684,"neutral",0.520120143890381,-0.0687751621007919,"Монтгомери приказал армии добиться, чтобы Яффа ост","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0687751621007919
"Арабо-израильская война (1947—1949)","ru",51,95,0.536842105263158,"neutral",0.512836337089539,-0.149874597787857,"Разведка «Хаганы» сообщала, что «Иргун» оставил по","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.149874597787857
"Арабо-израильская война (1947—1949)","ru",52,95,0.547368421052632,"neutral",0.529691398143768,-0.145191267132759,"Согласно Моррису, между «Хаганой» и представителям","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.145191267132759
"Арабо-израильская война (1947—1949)","ru",53,95,0.557894736842105,"neutral",0.569683134555817,-0.171134263277054,"Враждебные акции по отношению к арабскому населени","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.171134263277054
"Арабо-израильская война (1947—1949)","ru",54,95,0.568421052631579,"neutral",0.567077159881592,-0.0986998975276947,"Акко был окончательно захвачен в ходе операции «Бе","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0986998975276947
"Арабо-израильская война (1947—1949)","ru",55,95,0.578947368421053,"neutral",0.476581692695618,-0.293678767979145,"В кибуце после этого оставалось только 25 человек,","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.293678767979145
"Арабо-израильская война (1947—1949)","ru",56,95,0.589473684210526,"neutral",0.553072094917297,-0.13098107278347,"Наиболее крупным успехом арабской стороны был захв","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.13098107278347
"Арабо-израильская война (1947—1949)","ru",57,95,0.6,"neutral",0.54462856054306,-0.23513101041317,"5 января 1948 года боевики Хаганы взорвали отель «","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.23513101041317
"Арабо-израильская война (1947—1949)","ru",58,95,0.610526315789474,"neutral",0.526372492313385,-0.253700576722622,"Существуют оспариваемые свидетельства о том, что м","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.253700576722622
"Арабо-израильская война (1947—1949)","ru",59,95,0.621052631578947,"neutral",0.524449288845062,-0.186700612306595,"Позже британские силы, применив тяжёлое оружие, ра","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.186700612306595
"Арабо-израильская война (1947—1949)","ru",60,95,0.631578947368421,"neutral",0.536623775959015,-0.22297528386116,"Жители остальных поселений блока, опасавшиеся, что","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.22297528386116
"Арабо-израильская война (1947—1949)","ru",61,95,0.642105263157895,"neutral",0.548442006111145,-0.144181683659554,"Ури Авнери — участник войны и в последующем критик","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.144181683659554
